athlete,year,performance,place,date
Ezequiel Bitok,2004,2:15:06,Leipzig (GER),29 AUG 2004
Ezequiel Bitok,1999,2:16:55,Praha (CZE),23 MAY 1999
Ezequiel Bitok,1998,2:11:48,Monaco (MON),22 NOV 1998
Ezequiel Bitok,1997,2:12:30,Monaco (MON),23 NOV 1997
Ezequiel Bitok,1996,2:23:03,"Olympic Stadium, Atlanta, GA (USA)",04 AUG 1996
Boniface Merande,1993,2:18:52,"Gottlieb-Daimler Stadion, Stuttgart (GER)",14 AUG 1993
Boniface Merande,1992,2:15:46,"Estadio Olímpico, Barcelona (ESP)",09 AUG 1992
"Samuel Kamau ""Sammy"" Wanjiru",2010,2:06:24,"Chicago, IL (USA)",10 OCT 2010
"Samuel Kamau ""Sammy"" Wanjiru",2009,2:05:10,London (GBR),26 APR 2009
"Samuel Kamau ""Sammy"" Wanjiru",2008,2:05:24,London (GBR),13 APR 2008
"Samuel Kamau ""Sammy"" Wanjiru",2007,2:06:39,Fukuoka (JPN),02 DEC 2007
Nabiba Naftali Temu,1968,2:32:36,"Estadio Olímpico, Ciudad de México (MEX)",20 OCT 1968
Nabiba Naftali Temu,1964,2:40:47,"National Stadium, Tokyo (JPN)",21 OCT 1964
Valery Pisarev,2009,2:31:32,"Olympiastadion, Berlin (GER)",22 AUG 2009
Valery Pisarev,2008,2:21:45,Hong Kong (HKG),17 FEB 2008
Valery Pisarev,2006,2:25:46,Doha (QAT),10 DEC 2006
Valery Pisarev,2005,2:23:53,Omsk (RUS),07 AUG 2005
Valery Pisarev,2004,2:17:59,Omsk (RUS),07 AUG 2004
Gabashane Vincent Rakabaele,1984,2:32:15,"Memorial Coliseum, Los Angeles, CA (USA)",03 AUG 1984
Gabashane Vincent Rakabaele,1982,2:11:44,Port Elizabeth (RSA),01 MAY 1982
Gabashane Vincent Rakabaele,1981,2:14:20,Durban (RSA),02 AUG 1981
Gabashane Vincent Rakabaele,1980,2:16:03,Cape Town (RSA),08 MAR 1980
Thabiso Paul Moqhali,2003,2:17:33,Beograd (SRB),18 OCT 2003
Thabiso Paul Moqhali,2002,2:18:27,Dubai (UAE),11 JAN 2002
Thabiso Paul Moqhali,2001,2:16:25,Durban (RSA),04 MAR 2001
Thabiso Paul Moqhali,2000,2:15:08,Beograd (SRB),22 APR 2000
Thabiso Paul Moqhali,1999,2:12:20,"Chicago, IL (USA)",24 OCT 1999
Thabiso Paul Moqhali,1998,2:13:11,Beograd (SRB),25 APR 1998
Thabiso Paul Moqhali,1997,2:13:11,"Honolulu, HI (USA)",14 DEC 1997
Thabiso Paul Moqhali,1996,2:14:26,"Honolulu, HI (USA)",08 DEC 1996
Thabiso Paul Moqhali,1992,2:10:55,London (GBR),12 APR 1992
Thabiso Paul Moqhali,1991,2:12:14,Durban (RSA),20 JUL 1991
Thabiso Paul Moqhali,1990,2:12:37,Port Elizabeth (RSA),24 FEB 1990
Thabiso Paul Moqhali,1989,2:14:14,Durban (RSA),10 SEP 1989
Mohala Mohloli,1988,2:44:44,"Olympic Stadium, Jamsil, Seoul (KOR)",02 OCT 1988
Mohamed Khamis Taher,1992,2:35:46,"Estadio Olímpico, Barcelona (ESP)",09 AUG 1992
Ali Zayed Mabrouk El-Zaidi,2011,2:16:36,Marrakesh (MAR),30 JAN 2011
Ali Zayed Mabrouk El-Zaidi,2008,2:13:33,Milano (ITA),23 NOV 2008
Ali Zayed Mabrouk El-Zaidi,2007,2:14:49,Marrakesh (MAR),28 JAN 2007
Ali Zayed Mabrouk El-Zaidi,2004,2:17:55,Praha (CZE),23 MAY 2004
Ali Zayed Mabrouk El-Zaidi,2001,2:22:56,Tunis (TUN),11 SEP 2001
Marcel Tschopp,2016,2:30:45,Ottawa (CAN),29 MAY 2016
Marcel Tschopp,2015,2:25:38,Berlin (GER),27 SEP 2015
Marcel Tschopp,2012,2:28:54,"Olympic Stadium, London (GBR)",12 AUG 2012
Marcel Tschopp,2011,2:23:55,"Chicago, IL (USA)",09 OCT 2011
Marcel Tschopp,2010,2:37:14,"Estadio Olímpico, Barcelona (ESP)",01 AUG 2010
Marcel Tschopp,2008,2:24:11,Zürich (SUI),20 APR 2008
Marcel Tschopp,2007,2:26:56,London (GBR),22 APR 2007
Pavelas Fedorenka,1999,2:19:24,Hamburg (GER),25 APR 1999
Pavelas Fedorenka,1998,2:15:55,Hamburg (GER),19 APR 1998
Pavelas Fedorenka,1996,2:25:41,"Olympic Stadium, Atlanta, GA (USA)",04 AUG 1996
Valdas Dopolskas,2018,2:18:12,"Olympiastadion, Berlin (GER)",12 AUG 2018
Valdas Dopolskas,2017,2:21:06,Poznan (POL),15 OCT 2017
Valdas Dopolskas,2016,2:28:21,"Estádio Olímpico, Rio de Janeiro (BRA)",21 AUG 2016
Valdas Dopolskas,2015,2:16:35,Frankfurt (GER),25 OCT 2015
Valdas Dopolskas,2014,2:21:37,Poznan (POL),12 OCT 2014
Justin Gloden,1989,2:14:35,München (GER),23 APR 1989
Justin Gloden,1988,2:17:27,Hamburg (GER),24 APR 1988
Justin Gloden,1987,2:30:08,"Stadio Olimpico, Roma (ITA)",06 SEP 1987
Justin Gloden,1985,2:14:03,Frankfurt (GER),19 MAY 1985
Jean Aniset,1964,2:29:53,"National Stadium, Tokyo (JPN)",21 OCT 1964
Jules Randrianarivelo,1984,2:43:05,"Memorial Coliseum, Los Angeles, CA (USA)",03 AUG 1984
Jules Randrianarivelo,1980,2:19:23,"Lenin Stadium, Moskva (URS)",01 AUG 1980
Mike Wedston Tebulo,2012,2:19:11,"Olympic Stadium, London (GBR)",12 AUG 2012
Mike Wedston Tebulo,2011,2:22:45,"DS, Daegu (KOR)",04 SEP 2011
Mike Wedston Tebulo,2010,2:18:31,New Delhi (IND),14 OCT 2010
Mike Wedston Tebulo,2009,2:22:59,Johannesburg (RSA),22 MAR 2009
George Mambosasa,1984,2:46:14,"Memorial Coliseum, Los Angeles, CA (USA)",03 AUG 1984
Smartex Godfrey Tambala,1992,2:29:02,"Estadio Olímpico, Barcelona (ESP)",09 AUG 1992
John Mwathiwa,1998,2:25:27,Kuala Lumpur (MAS),20 SEP 1998
John Mwathiwa,1996,2:24:45,"Olympic Stadium, Atlanta, GA (USA)",04 AUG 1996
John Mwathiwa,1995,2:24:01,"Ullevi Stadium, Göteborg (SWE)",12 AUG 1995
John Mwathiwa,1988,2:51:43,"Olympic Stadium, Jamsil, Seoul (KOR)",02 OCT 1988
Matthews Kambale,1982,2:33:34,Brisbane (AUS),08 OCT 1982
Matthews Kambale,1972,2:45:50,"Olympiastadion, München (GER)",10 SEP 1972
Hussein Haleem,1992,3:04:16,"Estadio Olímpico, Barcelona (ESP)",09 AUG 1992
Ajay Chuttoo,1996,2:42:07,"Olympic Stadium, Atlanta, GA (USA)",04 AUG 1996
David Carver,2017,2:25:45,"Olympic Stadium, London (GBR)",06 AUG 2017
David Carver,2016,2:18:20,Hamburg (GER),17 APR 2016
David Carver,2015,2:21:52,Paris (FRA),12 APR 2015
Daniel de Jess Vargas Snchez,2019,2:16:03,"Houston, TX (USA)",20 JAN 2019
Daniel de Jess Vargas Snchez,2016,2:15:54,"Houston, TX (USA)",17 JAN 2016
Daniel de Jess Vargas Snchez,2015,2:17:57,"CIBC, Toronto (CAN)",25 JUL 2015
Daniel de Jess Vargas Snchez,2014,2:16:32,Torreón (MEX),02 MAR 2014
Daniel de Jess Vargas Snchez,2013,2:23:37,Ciudad de México (MEX),25 AUG 2013
Daniel de Jess Vargas Snchez,2012,2:13:06,Torreón (MEX),04 MAR 2012
Daniel de Jess Vargas Snchez,2011,2:19:26,London (GBR),17 APR 2011
Daniel de Jess Vargas Snchez,2010,2:14:48,Mazatlán (MEX),05 DEC 2010
Daniel de Jess Vargas Snchez,2009,2:20:12,León (MEX),20 SEP 2009
Daniel de Jess Vargas Snchez,2008,2:20:34,León (MEX),21 SEP 2008
Ricardo Ramos Vargas,2019,2:15:21,Valencia (ESP),01 DEC 2019
Ricardo Ramos Vargas,2018,2:32:19,Ciudad de México (MEX),26 AUG 2018
Ricardo Ramos Vargas,2017,2:41:50,"Olympic Stadium, London (GBR)",06 AUG 2017
Ricardo Ramos Vargas,2016,2:14:58,Düsseldorf (GER),24 APR 2016
Ricardo Ramos Vargas,2015,2:25:42,Torreón (MEX),01 MAR 2015
Arturo Malaquias Delgado,2018,2:33:10,Ciudad de México (MEX),26 AUG 2018
Arturo Malaquias Delgado,2012,2:13:31,Torreón (MEX),04 MAR 2012
Arturo Malaquias Delgado,2011,2:16:46,Torreón (MEX),06 MAR 2011
Arturo Malaquias Delgado,2010,2:15:58,Guadalajara (MEX),07 NOV 2010
Arturo Malaquias Delgado,2009,2:15:38,Torreón (MEX),01 MAR 2009
Arturo Malaquias Delgado,2007,2:14:50,Torreón (MEX),04 MAR 2007
Arturo Malaquias Delgado,2006,2:21:02,Ciudad de México (MEX),27 AUG 2006
Arturo Malaquias Delgado,2004,2:20:14,Torreón (MEX),07 MAR 2004
Jos Ernani Palalia Ramrez,2011,2:34:30,Mazatlán (MEX),04 DEC 2011
Jos Ernani Palalia Ramrez,2010,2:27:37,"Dallas, TX (USA)",05 DEC 2010
Jos Ernani Palalia Ramrez,2006,2:21:20,Torreón (MEX),05 MAR 2006
Jos Ernani Palalia Ramrez,2005,2:18:20,Mazatlán (MEX),03 DEC 2005
Francisco Bautista Cuamatzi,2017,2:34:03,Mérida (MEX),08 JAN 2017
Francisco Bautista Cuamatzi,2012,2:23:12,Mazatlán (MEX),02 NOV 2012
Francisco Bautista Cuamatzi,2011,2:23:12,Mazatlán (MEX),04 DEC 2011
Francisco Bautista Cuamatzi,2009,2:14:02,Torreón (MEX),01 MAR 2009
Francisco Bautista Cuamatzi,2008,2:29:28,"National Stadium, Beijing (CHN)",24 AUG 2008
Francisco Bautista Cuamatzi,2007,2:11:55,Torreón (MEX),04 MAR 2007
Francisco Bautista Cuamatzi,2006,2:18:36,Ciudad de México (MEX),27 AUG 2006
Francisco Bautista Cuamatzi,2005,2:15:58,Mazatlán (MEX),03 DEC 2005
Francisco Bautista Cuamatzi,2004,2:11:44,Torreón (MEX),07 MAR 2004
Francisco Bautista Cuamatzi,2003,2:14:28,Torreón (MEX),02 MAR 2003
Francisco Bautista Cuamatzi,2002,2:13:04,Torreón (MEX),03 MAR 2002
Francisco Bautista Cuamatzi,2001,2:14:33,Torreón (MEX),04 MAR 2001
Francisco Bautista Cuamatzi,2000,2:13:51,Torreón (MEX),05 MAR 2000
Francisco Bautista Cuamatzi,1999,2:18:32,Mazatlán (MEX),14 NOV 1999
Francisco Bautista Cuamatzi,1998,2:17:17,Ciudad de México (MEX),23 AUG 1998
Procopio Franco Hernndez,2010,2:18:28,León (MEX),07 FEB 2010
Procopio Franco Hernndez,2009,2:17:23,Guadalajara (MEX),18 OCT 2009
Procopio Franco Hernndez,2008,2:12:38,Torreón (MEX),03 MAR 2008
Procopio Franco Hernndez,2007,2:13:00,Torreón (MEX),04 MAR 2007
Procopio Franco Hernndez,2006,2:14:24,Torreón (MEX),05 MAR 2006
Procopio Franco Hernndez,2004,2:11:42,Torreón (MEX),07 MAR 2004
Procopio Franco Hernndez,2003,2:18:18,Xiamen (CHN),30 MAR 2003
Procopio Franco Hernndez,2002,2:13:36,Torreón (MEX),03 MAR 2002
Procopio Franco Hernndez,2001,2:16:34,Guadalajara (MEX),11 FEB 2001
Carlos Cordero Gmez,2013,2:20:03,Torreón (MEX),03 MAR 2013
Carlos Cordero Gmez,2012,2:15:16,Paris (FRA),15 APR 2012
Carlos Cordero Gmez,2011,2:13:13,London (GBR),17 APR 2011
Carlos Cordero Gmez,2010,2:18:00,León (MEX),07 FEB 2010
Carlos Cordero Gmez,2009,2:12:48,Torreón (MEX),01 MAR 2009
Carlos Cordero Gmez,2008,2:13:28,Torreón (MEX),03 MAR 2008
Carlos Cordero Gmez,2007,2:18:21,México (MEX),26 AUG 2007
Carlos Cordero Gmez,2006,2:17:47,Guadalajara (MEX),29 OCT 2006
Pablo Garrido Lugo,1969,2:12:53,Fukuoka (JPN),07 DEC 1969
Pablo Garrido Lugo,1968,2:35:48,"Estadio Olímpico, Ciudad de México (MEX)",20 OCT 1968
Fidel Negrete Gamboa,1964,2:26:07,"National Stadium, Tokyo (JPN)",21 OCT 1964
Mario Cuevas,1976,2:18:09,"Olympic Stadium, Montreal (CAN)",31 JUL 1976
Jacinto Sabinal Romero,1972,2:22:57,"Olympiastadion, München (GER)",10 SEP 1972
Jos Isidro Rico Rangel,1999,2:16:49,Torreón (MEX),04 APR 1999
Jos Isidro Rico Rangel,1998,2:13:58,"Los Angeles, CA (USA)",29 MAR 1998
Jos Isidro Rico Rangel,1997,2:11:39,Otsu (JPN),02 MAR 1997
Jos Isidro Rico Rangel,1996,2:12:21,Paris (FRA),21 APR 1996
Jos Isidro Rico Rangel,1995,2:18:29,"Ullevi Stadium, Göteborg (SWE)",12 AUG 1995
Jos Isidro Rico Rangel,1994,2:09:14,Kyongju (KOR),20 MAR 1994
Jos Isidro Rico Rangel,1993,2:10:45,Fukuoka (JPN),05 DEC 1993
Jos Isidro Rico Rangel,1992,2:09:28,Rotterdam (NED),05 APR 1992
Jos Isidro Rico Rangel,1991,2:12:38,London (GBR),21 APR 1991
Jos Isidro Rico Rangel,1989,2:20:13,Milano (ITA),16 APR 1989
Elias Rodriguez,2000,3:09:14,"Olympic Stadium, Sydney (AUS)",01 OCT 2000
Valeriu Vlas,2004,2:24:41,Odense (DEN),10 OCT 2004
Valeriu Vlas,2000,2:24:21,Istanbul (TUR),15 OCT 2000
Valeriu Vlas,1999,2:24:22,"La Cartuja, Sevilla (ESP)",28 AUG 1999
Valeriu Vlas,1998,2:27:28,"Népstadion, Budapest (HUN)",22 AUG 1998
Valeriu Vlas,1996,2:28:36,"Olympic Stadium, Atlanta, GA (USA)",04 AUG 1996
Iaroslav Musinschi,2012,2:13:25,Wien (AUT),15 APR 2012
Iaroslav Musinschi,2011,2:12:07,Gongju (KOR),16 OCT 2011
Iaroslav Musinschi,2010,2:08:32,Düsseldorf (GER),02 MAY 2010
Iaroslav Musinschi,2009,2:10:15,Ljubljana (SLO),25 OCT 2009
Iaroslav Musinschi,2008,2:14:50,Podgorica (MNE),02 NOV 2008
Iaroslav Musinschi,2006,2:13:39,Novi Sad (SRB),08 OCT 2006
Iaroslav Musinschi,2005,2:23:59,Podgorica (SCG),30 OCT 2005
Iaroslav Musinschi,2004,2:21:49,Podgorica (SCG),31 OCT 2004
Roman Prodius,2017,2:20:01,Mainz (GER),07 MAY 2017
Roman Prodius,2016,2:27:01,"Estádio Olímpico, Rio de Janeiro (BRA)",21 AUG 2016
Roman Prodius,2015,2:20:07,Wien (AUT),12 APR 2015
Roman Prodius,2013,2:21:19,Mainz (GER),12 MAY 2013
Roman Prodius,2012,2:14:27,Mainz (GER),06 MAY 2012
Roman Prodius,2011,2:17:20,Porto (POR),06 NOV 2011
Roman Prodius,2010,2:12:31,Mainz (GER),09 MAY 2010
Roman Prodius,2009,2:14:57,Podgorica (MNE),01 NOV 2009
Roman Prodius,2008,2:17:00,Bucuresti (ROU),12 OCT 2008
Roman Prodius,2006,2:29:32,Novi Sad (SRB),08 OCT 2006
Rachid Kisri,2017,2:19:48,Marrakesh (MAR),29 JAN 2017
Rachid Kisri,2016,2:13:47,Rabat (MAR),13 MAR 2016
Rachid Kisri,2015,2:10:18,Ottawa (CAN),24 MAY 2015
Rachid Kisri,2014,2:10:54,Ottawa (CAN),25 MAY 2014
Rachid Kisri,2013,2:15:57,Hong Kong (HKG),24 FEB 2013
Rachid Kisri,2012,2:12:17,Rotterdam (NED),15 APR 2012
Rachid Kisri,2011,2:09:42,Praha (CZE),08 MAY 2011
Rachid Kisri,2010,2:09:10,Casablanca (MAR),24 OCT 2010
Rachid Kisri,2009,2:06:48,Paris (FRA),05 APR 2009
Rachid Kisri,2008,2:11:31,Beijing (CHN),19 OCT 2008
Rachid Kisri,2007,2:12:46,Beppu (JPN),04 FEB 2007
Rachid Kisri,2005,2:17:03,Niamey (NIG),11 DEC 2005
Rachid Kisri,2004,2:16:29,Reggio Emilia (ITA),12 DEC 2004
Rachid Kisri,2003,2:15:39,Marengo (ITA),19 OCT 2003
Rachid Kisri,2002,2:23:39,Ravenna (ITA),22 SEP 2002
Rhadi Ben Abdesselam,1960,2:15:42,"Stadio Olimpico, Roma (ITA)",10 SEP 1960
Jaouad Gharib,2013,2:10:11,Warszawa (POL),21 APR 2013
Jaouad Gharib,2012,2:07:44,London (GBR),22 APR 2012
Jaouad Gharib,2011,2:08:26,London (GBR),17 APR 2011
Jaouad Gharib,2010,2:06:55,London (GBR),25 APR 2010
Jaouad Gharib,2009,2:05:27,London (GBR),26 APR 2009
Jaouad Gharib,2008,2:07:16,"National Stadium, Beijing (CHN)",24 AUG 2008
Jaouad Gharib,2007,2:07:54,London (GBR),22 APR 2007
Jaouad Gharib,2006,2:07:19,Fukuoka (JPN),03 DEC 2006
Jaouad Gharib,2005,2:07:49,London (GBR),17 APR 2005
Jaouad Gharib,2004,2:07:02,London (GBR),18 APR 2004
Jaouad Gharib,2003,2:08:31,"Stade de France, Paris-St-Denis (FRA)",30 AUG 2003
Abderrahim Ben Redouane,2007,2:25:14,Benidorm (ESP),25 NOV 2007
Tuihaleni Frank Kayele,1992,2:11:59,Swakopmund (NAM),25 APR 1992
Joseph Tjitunga,1998,2:30:30,Kuala Lumpur (MAS),20 SEP 1998
Joseph Tjitunga,1996,2:27:52,"Olympic Stadium, Atlanta, GA (USA)",04 AUG 1996
Joseph Tjitunga,1995,2:21:57,"Ullevi Stadium, Göteborg (SWE)",12 AUG 1995
Mynhardt Mbeumuna Kauanivi,2019,2:28:31,Cape Town (RSA),15 SEP 2019
Mynhardt Mbeumuna Kauanivi,2018,2:25:16,Cape Town (RSA),23 SEP 2018
Mynhardt Mbeumuna Kauanivi,2016,2:20:45,"Estádio Olímpico, Rio de Janeiro (BRA)",21 AUG 2016
Mynhardt Mbeumuna Kauanivi,2015,2:18:25,Cape Town (RSA),20 SEP 2015
Mynhardt Mbeumuna Kauanivi,2014,2:25:14,Swakopmund (NAM),15 FEB 2014
Mynhardt Mbeumuna Kauanivi,2009,2:21:44,Cape Town (RSA),27 SEP 2009
Baikuntha Manandhar,1988,2:25:57,"Olympic Stadium, Jamsil, Seoul (KOR)",02 OCT 1988
Baikuntha Manandhar,1987,2:15:03,Calcutta (IND),22 NOV 1987
Baikuntha Manandhar,1984,2:22:51,"Memorial Coliseum, Los Angeles, CA (USA)",12 AUG 1984
Baikuntha Manandhar,1983,2:21:43,"Olympic Stadium, Helsinki (FIN)",14 AUG 1983
Baikuntha Manandhar,1980,2:23:51,"Lenin Stadium, Moskva (URS)",01 AUG 1980
Baikuntha Manandhar,1976,2:30:07,"Olympic Stadium, Montreal (CAN)",31 JUL 1976
Arjun Pandit,1984,2:32:53,"Memorial Coliseum, Los Angeles, CA (USA)",03 AUG 1984
Arjun Kumar Basnet,2008,2:23:09,"National Stadium, Beijing (CHN)",24 AUG 2008
Arjun Kumar Basnet,2006,2:23:12,Kathmandu (NEP),21 JAN 2006
Arjun Kumar Basnet,2002,2:28:23,Busan (KOR),14 OCT 2002
Hari Bahadur Rokaya,1992,2:32:26,"Estadio Olímpico, Barcelona (ESP)",09 AUG 1992
Tika Bahadur Bogati,1996,2:27:04,"Olympic Stadium, Atlanta, GA (USA)",04 AUG 1996
Tika Bahadur Bogati,1988,2:31:49,"Olympic Stadium, Jamsil, Seoul (KOR)",02 OCT 1988
Amiri Prasad Yadav,1984,2:38:10,"Memorial Coliseum, Los Angeles, CA (USA)",03 AUG 1984
Abdi Nageeye,2019,2:06:17,Rotterdam (NED),07 APR 2019
Abdi Nageeye,2017,2:08:16,Amsterdam (NED),15 OCT 2017
Abdi Nageeye,2016,2:13:01,"Estádio Olímpico, Rio de Janeiro (BRA)",21 AUG 2016
Abdi Nageeye,2015,2:10:24,Amsterdam (NED),18 OCT 2015
Abdi Nageeye,2014,2:11:33,Enschede (NED),27 APR 2014
"Albert ""Bert"" van Vlaanderen",1998,2:10:27,Rotterdam (NED),19 APR 1998
"Albert ""Bert"" van Vlaanderen",1997,2:13:45,Torino (ITA),11 MAY 1997
"Albert ""Bert"" van Vlaanderen",1996,2:17:00,Amsterdam (NED),03 NOV 1996
"Albert ""Bert"" van Vlaanderen",1995,2:10:36,Rotterdam (NED),23 APR 1995
"Albert ""Bert"" van Vlaanderen",1994,2:10:49,Berlin (GER),25 SEP 1994
"Albert ""Bert"" van Vlaanderen",1993,2:13:17,Rotterdam (NED),18 APR 1993
"Albert ""Bert"" van Vlaanderen",1992,2:11:53,Rotterdam (NED),05 APR 1992
"Albert ""Bert"" van Vlaanderen",1991,2:12:47,Berlin (GER),29 SEP 1991
"Martin ""Marti"" ten Kate",1994,2:16:48,"Olympic Stadium, Helsinki (FIN)",14 AUG 1994
"Martin ""Marti"" ten Kate",1993,2:12:39,Amsterdam (NED),26 SEP 1993
"Martin ""Marti"" ten Kate",1990,2:21:55,"Poljud Stadion, Split (CRO)",01 SEP 1990
"Martin ""Marti"" ten Kate",1989,2:10:04,Rotterdam (NED),16 APR 1989
"Martin ""Marti"" ten Kate",1988,2:11:49,Rotterdam (NED),17 APR 1988
"Martin ""Marti"" ten Kate",1987,2:13:49,Maassluis (NED),11 APR 1987
"Martin ""Marti"" ten Kate",1985,2:12:56,Rotterdam (NED),20 APR 1985
Kamiel Maase,2008,2:20:30,"National Stadium, Beijing (CHN)",24 AUG 2008
Kamiel Maase,2007,2:08:21,Amsterdam (NED),21 OCT 2007
Kamiel Maase,2006,2:10:45,Rotterdam (NED),09 APR 2006
Kamiel Maase,2005,2:12:51,Rotterdam (NED),10 APR 2005
Kamiel Maase,2003,2:08:31,Amsterdam (NED),19 OCT 2003
Kamiel Maase,2000,2:16:24,"Olympic Stadium, Sydney (AUS)",01 OCT 2000
Kamiel Maase,1999,2:10:09,Rotterdam (NED),18 APR 1999
Greg van Hest,2008,2:15:38,Eindhoven (NED),12 OCT 2008
Greg van Hest,2007,2:21:14,Eindhoven (NED),14 OCT 2007
Greg van Hest,2005,2:20:34,Rotterdam (NED),10 APR 2005
Greg van Hest,2000,2:18:00,"Olympic Stadium, Sydney (AUS)",01 OCT 2000
Greg van Hest,1999,2:10:05,Rotterdam (NED),18 APR 1999
Greg van Hest,1998,2:12:57,Rotterdam (NED),19 APR 1998
Jonathan Craig Wyatt,2008,2:23:07,Zürich (SUI),20 APR 2008
Jonathan Craig Wyatt,2005,2:16:50,Zürich (SUI),03 APR 2005
Jonathan Craig Wyatt,2004,2:15:07,Zürich (SUI),04 APR 2004
Jonathan Craig Wyatt,2003,2:13:00,Hamburg (GER),27 APR 2003
Jonathan Craig Wyatt,2002,2:14:20,Manchester (GBR),28 JUL 2002
Jonathan Craig Wyatt,2001,2:14:55,Berlin (GER),30 SEP 2001
"Jeffrey Lynn ""Jeff"" Julian",1969,2:14:38,Fukuoka (JPN),07 DEC 1969
"Jeffrey Lynn ""Jeff"" Julian",1964,2:27:58,"National Stadium, Tokyo (JPN)",21 OCT 1964
"Jeffrey Lynn ""Jeff"" Julian",1960,2:24:51,"Stadio Olimpico, Roma (ITA)",10 SEP 1960
John Campbell,1988,2:14:08,"Olympic Stadium, Jamsil, Seoul (KOR)",02 OCT 1988
John Campbell,1985,2:12:38,Invercargill (NZL),02 NOV 1985
Derek Owen Froude,1992,2:19:37,"Estadio Olímpico, Barcelona (ESP)",09 AUG 1992
Derek Owen Froude,1991,2:12:56,Carpi (ITA),27 OCT 1991
Derek Owen Froude,1989,2:15:52,"Houston, TX (USA)",15 JAN 1989
Derek Owen Froude,1988,2:12:40,"Chicago, IL (USA)",30 OCT 1988
Derek Owen Froude,1987,2:13:37,St. Paul (USA),11 OCT 1987
Derek Owen Froude,1984,2:19:44,"Memorial Coliseum, Los Angeles, CA (USA)",12 AUG 1984
Derek Owen Froude,1981,2:15:07,Wiri (NZL),22 NOV 1981
"Raymond Leslie ""Ray"" Puckett",1964,2:27:34,"National Stadium, Tokyo (JPN)",21 OCT 1964
"Raymond Leslie ""Ray"" Puckett",1960,2:37:36,"Stadio Olimpico, Roma (ITA)",10 SEP 1960
Ivan Keats,1964,2:36:17,"National Stadium, Tokyo (JPN)",21 OCT 1964
Dale Richard Warrender,2012,2:22:42,Christchurch (NZL),03 JUN 2012
Dale Richard Warrender,2011,2:23:01,Rotorua (NZL),30 APR 2011
Dale Richard Warrender,2010,2:19:22,Auckland (NZL),31 OCT 2010
Dale Richard Warrender,2009,2:18:26,Beppu (JPN),01 FEB 2009
Dale Richard Warrender,2004,2:16:50,Auckland (NZL),31 OCT 2004
Dale Richard Warrender,2003,2:12:58,Fukuoka (JPN),07 DEC 2003
Dale Richard Warrender,2001,2:15:16,Brisbane (AUS),24 JUN 2001
Dale Richard Warrender,1999,2:13:42,"Chicago, IL (USA)",24 OCT 1999
Rex Albert Wilson,1992,2:14:15,Toyohashi (JPN),15 MAR 1992
Rex Albert Wilson,1991,2:13:52,Tokyo (JPN),10 FEB 1991
Rex Albert Wilson,1990,2:10:48,"Chicago, IL (USA)",28 OCT 1990
Rex Albert Wilson,1989,2:12:27,"Long Beach, CA (USA)",07 MAY 1989
Rex Albert Wilson,1987,2:14:00,Beijing (CHN),18 OCT 1987
William Duilio Aguirre Villavicencio,1996,2:37:02,"Olympic Stadium, Atlanta, GA (USA)",04 AUG 1996
William Duilio Aguirre Villavicencio,1995,2:29:54,"Ullevi Stadium, Göteborg (SWE)",12 AUG 1995
William Duilio Aguirre Villavicencio,1992,2:34:18,"Estadio Olímpico, Barcelona (ESP)",09 AUG 1992
William Duilio Aguirre Villavicencio,1991,2:29:35,"Olympic Stadium, Tokyo (JPN)",01 SEP 1991
William Duilio Aguirre Villavicencio,1987,2:27:19,"Stadio Olimpico, Roma (ITA)",06 SEP 1987
Martin Ande,1968,3:03:48,"Estadio Olímpico, Ciudad de México (MEX)",20 OCT 1968
Urige Arado Buta,2014,2:32:13,"New York, NY (USA)",02 NOV 2014
Urige Arado Buta,2013,2:16:59,Frankfurt (GER),27 OCT 2013
Urige Arado Buta,2012,2:12:46,Dubai (UAE),27 JAN 2012
Urige Arado Buta,2011,2:11:47,Marrakesh (MAR),30 JAN 2011
Urige Arado Buta,2010,2:09:27,Hamburg (GER),25 APR 2010
Urige Arado Buta,2009,2:18:08,Torino (ITA),19 APR 2009
Urige Arado Buta,2008,2:13:56,Frankfurt (GER),26 OCT 2008
Urige Arado Buta,2007,2:13:06,Frankfurt (GER),28 OCT 2007
Sondre Nordstad Moen,2019,2:06:16,Valencia (ESP),01 DEC 2019
Sondre Nordstad Moen,2017,2:05:48,Fukuoka (JPN),03 DEC 2017
Sondre Nordstad Moen,2016,2:14:17,"Estádio Olímpico, Rio de Janeiro (BRA)",21 AUG 2016
Sondre Nordstad Moen,2015,2:12:54,Firenze (ITA),29 NOV 2015
Tor Olav Torgersen,1960,2:27:30,"Stadio Olimpico, Roma (ITA)",10 SEP 1960
Awadh Shaban bin Fateh Al-Sameer,1988,2:46:59,"Olympic Stadium, Jamsil, Seoul (KOR)",02 OCT 1988
Jorge Castelblanco,2019,2:15:11,Valencia (ESP),01 DEC 2019
Jorge Castelblanco,2017,2:16:06,Hannover (GER),09 APR 2017
Jorge Castelblanco,2016,2:15:57,Hamburg (GER),17 APR 2016
Jorge Castelblanco,2015,2:32:59,Panama City (PAN),29 NOV 2015
Aaron Dupnai,1988,2:41:47,"Olympic Stadium, Jamsil, Seoul (KOR)",02 OCT 1988
John Kokinai,1976,2:41:49,"Olympic Stadium, Montreal (CAN)",31 JUL 1976
